transaction,merchant,amount,label
WHOLE FOODS CAFE OUTLET #<NUM>,,,dining
apple itnes sea tx EBILL,,,other
Macy'S Station #<NUM> Chicago - Branch,,,shopping
CAFE NERO OUTLET #<NUM> NY <NUM>,,,dining
Whole Foods Market Center #<NUM> Seattle Mia <NUM>,,,groceries
Internet Provier Station #<NUM> La <NUM> PAYMENT,,,utilities
at&t depot #<NUM> chicago aus <NUM> PAYMENT,,,utilities
STOP & SHOP NY TX,,,groceries
7-Eleven FuelS tore #95 Phoenix <NUM> EBILL,,,fuel
target store #<NUM> PAYMENT,,,shopping
SPOTIFY BRANCH #3 LA - OUTLET,,,other
Netflix Market #<NUM> Phoenix Pos <NUM> EBILL,,,other
Publix Center #96 Miami Sea Tx,,,groceries
Aldi Hub #<NUM> Austin <NUM>,,,groceries
netflix station #<NUM> phoenix market #<NUM>,,,other
Starbucks Market #<NUM> Seattle <NUM> Tx<NUM>,,,dining
Nordstrom Retail #<NUM> Austin Station #<NUM>,,,shopping
NATIONAL GRID CENTER #<NUM> NY MIA <NUM>,,,utilities
Netflix Market #<NUM> Phoenix Bos <NUM> AUTO,,,other
PAYPAL <NUM> TX<NUM>,,,other
stop & shop - center,,,groceries
internet provider depot #<NUM> austin den tx,,,utilities
costco wholeale sea tx PAYMENT,,,shopping
Lidl Branch #<NUM> Austin <NUM> Tx<NUM>,,,groceries
Sunoco Hub #9 Phoenix Center #<NUM>,,,fuel
Etsy <NUM> EBILL,,,shopping
TARGET HUB #<NUM> BOSTON TX<NUM> POS,,,shopping
Amazon Hub #63 Miami Sea Tx,,,shopping
macy's store #<NUM> denver <NUM> tx<NUM>,,,shopping
AMAZON CENTER #<NUM> MIAMI TX<NUM> PAY,,,shopping
blue apron market #<NUM> boston phx <NUM> EBILL,,,dining
Starbucks Market #<NUM> Chicago Ny <NUM> CR,,,dining
UBER DEPOT #<NUM> PHOENIX <NUM>,,,other
BP BRANCH #<NUM> BOSTON <NUM> TX<NUM>,,,fuel
national grid center #<NUM> ny center #<NUM>,,,utilities
Chipotle - Center,,,dining
MOBIL - BRANCH,,,fuel
KFC MARKET #33 LA - HQ,,,dining
BESTBUY RETAIL #<NUM> PHOENIX MIA <NUM>,,,shopping
stop & shop den <NUM> CR,,,groceries
dunkin' chi <NUM>,,,dining
energyco hq #<NUM>,,,utilities
LIDL BRANCH #<NUM> HOUSTON POS <NUM>,,,groceries
Arco Store #<NUM> Phonix <NUM> Tx<NUM> PAY,,,fuel
pizza hut retail #<NUM> chicago tx<NUM>,,,dining
WHOLE FOODS MARKET HUB #<NUM> PHOENIX POS <NUM> AUTO,,,groceries
Airbnb Depot #<NUM> Denver Mia Tx,,,other
trader joe's market #<NUM> houston - market,,,groceries
ALDI HUB #<NUM> DENVER MIA TX,,,groceries
pizza hut branch #<NUM> boston mia tx ONLINE,,,dining
Steam Branch #<NUM> Ny Store #<NUM>,,,other
KROGER DEPOT #<NUM> LA <NUM> TX<NUM>,,,groceries
STEAM DEPOT #<NUM> PHOENIX <NUM> TX<NUM> MOBILE,,,other
Aldi Outlet #<NUM> Boston Pos <NUM>,,,groceries
Gas Company Branch #<NUM> Denver Ny Tx,,,utilities
GOOGLE PLAY - CENTER,,,other
Paypal Store #<NUM> Phoenix Market #<NUM>,,,other
ENERGYCO DEPOT #<NUM> HOUSTON <NUM>,,,utilities
BLUE APRON CENTER #<NUM> CHICAGO NY TX MOBILE,,,dining
BESTBUY DEPOT #<NUM> LA-  STORE,,,shopping
lyft market #<NUM> boston - branch,,,other
Mobil Retail #<NUM> Miami <NUM> EBILL,,,fuel
Arco Store #<NUM> Phoenix Chi Tx,,,fuel
Chipotle Station #<NUM> Houston tSore #<NUM>,,,dining
Stripe Retail #<NUM> La Phx <NUM>,,,other
Bp <NUM> Tx<NUM>,,,fuel
Lidl Center #<NUM> Miami Tx<NUM> AUTO,,,groceries
ENERGYCO CENTER #<NUM> PHOENIX DEN <NUM> AUTO,,,utilities
gas company pos <NUM>,,,utilities
Steam Pos <NUM>,,,other
Amazon Outlet #<NUM> Seattle Hq #<NUM>,,,shopping
7-eleven fuel store #95 phoenix <NUM> tx<NUM>,,,fuel
Internet Provider Retail #<NUM> La Hou <NUM>,,,utilities
Publix Center #<NUM> Houston Pos <NUM>,,,groceries
HOME DEPOT STORE #<NUM> LA - MARKET,,,shopping
ARCO CENTER #<NUM> AUSTIN <NUM>,,,fuel
Arco Center #<NUM> Austin Den <NUM>,,,fuel
Comcast Branch #<NUM>Seattle Mia Tx PAY,,,utilities
Etsy Store #<NUM> Houston Outlet #<NUM>,,,shopping
lyft branch #<NUM> boston - hq,,,other
Heb Depot #7 Austin <NUM> Tx<NUM> PAY,,,groceries
SHELL - OUTLET MOBILE,,,fuel
VERIZON POS <NUM> ONLINE,,,utilities
MOBIL DEPOT #<NUM> CHICAGO POS <NUM> AUTO,,,fuel
PIZZA HUT RETAIL #<NUM> CHICAGO <NUM> TX<NUM> DB,,,dining
comcast store #<NUM> la<NUM> tx<NUM>,,,utilities
Airbnb Station #<NUM> Houston <NUM> Tx<NUM> ONLINE,,,other
Blue Apron Center #<NUM> Chicago Pos <NUM> AUTO,,,dining
amazon hub #63 miami market #<NUM>,,,shopping
HEB PHX <NUM>,,,groceries
whole foods market hub #<NUM> phoenix den tx,,,groceries
MACY'S DEPOT #<NUM> PHOENIX <NUM> TX<NUM>,,,shopping
AIRBNB <NUM> TX<NUM>,,,other
Costa Coffee Branch #<NUM> Seattle Hq #<NUM>,,,dining
Southern Electric Market #<NUM> La Store #<NUM>,,,utilities
Blue Apron Center #<NUM> Chicago <NUM> DB,,,dining
Home Depot Station #<NUM> Chicago Pos <NUM>,,,shopping
bestbuy depot #<NUM> la <NUM> tx<NUM>,,,shopping
Spotify Market #<NUM> Seattle Bos <NUM>,,,other
BESTBUY DEPOT #<NUM> PHOENIX <NUM> TX<NUM> CR,,,shopping
SHELL CENTER #<NUM>,,,fuel
Pizza Hut Branch #<NUM> Boston - Branch MOBILE,,,dining
COMCAST BRANCH #<NUM> SEATTLE HQ #<NUM>,,,utilities
At&T Market #<NUM> Seattle Station #<NUM>,,,utilities
Energyco Center #<NUM> Ny Pos9 <NUM>,,,utilities
Starbucks Market #<NUM> Chicago Phx Tx,,,dining
Mobil Center #<NUM> Houston Hou <NUM>,,,fuel
Whole Foods Cafe Market #<NUM> Austin - Store,,,dining
Walmart Center #<NUM> Austin <NUM> Tx<NUM> PAYMENT,,,shopping
Starbucks <NUM> Tx<NUM>,,,dining
STEAM OUTLET #<NUM> PHOENIX <NUM>,,,other
aldi sea <NUM>,,,groceries
Starbucks Market #<NUM> Chicago - Branch,,,dining
NORDSTROM STORE #73 HOUSTON <NUM>,,,shopping
TEXACO BRANCH #<NUM> NY - CENTER,,,fuel
GAS COMPANY MARKET #<NUM>,,,utilities
Apple Itunes Outlet #<NUM> Denver <NUM> EBILL,,,other
mobil ny <NUM> POS,,,fuel
Mobil Center #<NUM> Houston La Tx,,,fuel
Steam Store #<NUM> Miami La Tx DB,,,other
texaco store #<NUM> chicago la <NUM>,,,fuel
Burger King Depot #<NUM> Miami Pos <NUM>,,,dining
Uber Station #<NUM> Chicago La <NUM>,,,other
MOBIL CENTER #<NUM> DENVER TX<NUM>,,,fuel
exxon store #<NUM> boston - market,,,fuel
Sunoco Outlet #<NUM> Phoenix <NUM> MOBILE,,,fuel
blue apron hub #<NUM> chicago <NUM>,,,dining
steam retail #<NUM> miami aus tx,,,other
BP BRANCH #<NUM> BOSTON <NUM>,,,fuel
At&T - Branch PAYMENT,,,utilities
Lyft Branch #<NUM> Boston <NUM>,,,other
TEXACO STORE #4 PHOENIX <NUM> TX<NUM>,,,fuel
Lyft Retail #<NUM> Boston Phx Tx,,,other
energyco center #<NUM> phoenix - branch PAY,,,utilities
Walmart Center #<NUM> Austin Pos <NUM>,,,shopping
Lidl Market #<NUM> Denver Branch #<NUM> DB,,,groceries
COSTCO WHOLESAE HUB #<NUM> BOSTON AUS TX,,,shopping
Lyft Retail #<NUM> Houston - Center,,,other
PUBLIX MIA TX,,,groceries
Starbucks Market #<NUM> Chicago Pos <NUM>,,,dining
costco wholesale <NUM> tx<NUM>,,,shopping
Sunoco Hub #<NUM> Austin Tx<NUM> PAY,,,fuel
ARCO BOS <NUM>,,,fuel
kfc station #<NUM> boston <NUM> tx<NUM>,,,dining
National Grid Center #<NUM> Ny Tx<NUM>,,,utilities
PAYPAL STORE #<NUM> PHOENIX AUS TX AUTO,,,other
Spotify Market #<NUM> Seattle <NUM> Tx<NUM>,,,other
Steam Outlet #<NUM> Phoenix <NUM> Tx<NUM>,,,other
Cafe Nero Hub #<NUM> Phoenix Pos <NUM>,,,dining
EXXON OUTLET #<NUM> PHOENIX <NUM> TX<NUM>,,,fuel
COSTCO WHOLESALE HUB #<NUM> BOSTON MARKET #<NUM>,,,shopping
Mobil Tx<NUM> PAY,,,fuel
Netflix Store #<NUM> La Station #<NUM>,,,other
Heb Depot #7 Austin <NUM>,,,groceries
heb depot #7 austin - hq AUTO,,,groceries
MACY'S DEPOT #<NUM> PHOENIX - STATION ONLINE,,,shopping
trader joe's market #<NUM> houston hou tx,,,groceries
Lidl Store #<NUM> Austin Bos <NUM>,,,groceries
CIRCLE K RETAIL #<NUM> AUSTIN HO U<NUM>,,,fuel
Blue Apron Center #<NUM> Chicago Tx<NUM> EBILL,,,dining
Burger King <NUM>,,,dining
Lidl Hub #<NUM> Boston - Branch PAY,,,groceries
Etsy Store #<NUM> Houston - Store,,,shopping
Lidl Pos <NUM>,,,groceries
comcast market #<NUM> miami hou tx,,,utilities
AIRBNB STATION #<NUM> HOUSTON <NUM> X<NUM> DB,,,other
pizza hut store #<NUM> boston tx<NUM>,,,dining
Chipotle Outlet #<NUM> La Tx<NUM>,,,dining
at&t market #<NUM> phoenix outlet #<NUM>,,,utilities
Spotify <NUM> Tx<NUM>,,,other
Energyco Tx<NUM>,,,utilities
dunkin' store #<NUM> denver chi <NUM> ONLINE,,,dining
Nordstrom Ny Tx AUTO,,,shopping
starbucks market #<NUM> seattle la tx,,,dining
STOP & SHOP POS <NUM> MOBILE,,,groceries
Uber Station #<NUM> Miami Ny Tx,,,other
INTERNET PROVIDER STATION #<NUM> LA POS <NUM>,,,utilities
Burger King Depot #<NUM> Miami Tx<NUM> ONLINE,,,dining
pizza hut depot #<NUM> ny phx <NUM>,,,dining
Apple Itunes Hub #<NUM> Boston <NUM> Tx<NUM>,,,other
WATER WORKS LTD RETAIL #<NUM> MIAMI <NUM> TX<NUM>,,,utilities
Macy'S Pos <NUM> CR,,,shopping
TEXACO STORE #<NUM> CHICAGO LA TX CR,,,fuel
CAFE NERO HUB #<NUM> PHOENIX STATION #<NUM>,,,dining
circle k pos <NUM>,,,fuel
Internet Provider Store #<NUM> Houton Tx<NUM>,,,utilities
Lyft Station #<NUM> PAYMENT,,,other
paypal <NUM>,,,other
Circle K Center #<NUM> Ny Tx<NUM>,,,fuel
AIRBNB DEN <NUM>,,,other
7-eleven fuel market #<NUM> boston station #<NUM>,,,fuel
Ikea Hub #<NUM> Ny <NUM>,,,shopping
bp center #<NUM> phoenix tx<NUM> ONLINE,,,fuel
LYFT DEPOT #76 AUSTIN MIA <NUM> ONLINE,,,other
spotify center #<NUM> seattle branch #<NUM>,,,other
Bestbuy Depot #<NUM> Boston Tx<NUM>,,,shopping
SOUTHERN ELECTRIC DEPOT #<NUM> HOUSTON - STATION,,,utilities
internet provider depot #<NUM> denver pos <NUM> ONLINE,,,utilities
SPOTIFY MARKET #<NUM> SEATTLE STATION #<NUM>,,,other
Cafe Nero Station #<NUM> Boston Tx<NUM>,,,dining
Netflix Ny <NUM>,,,other
blue apron store #<NUM> la <NUM> PAY,,,dining
Spotify Branch #3 La - Market,,,other
TRADER JOE'S POS <NUM>,,,groceries
Southern Electric Depot #<NUM> Houston - Outlet,,,utilities
lyft depot #76 austin chi tx,,,other
Shell Retail #<NUM> Denver <NUM> AUTO,,,fuel
ENERGYCO CENTER #<NUM> PHOENIX <NUM> TX<NUM> PAYMENT,,,utilities
Gas Company Branch #<NUM> Houston Tx<NUM>,,,utilities
Cafe Nero Center #<NUM> Seattle Den Tx PAYMENT,,,dining
stop & shop retail #<NUM> denver tx<NUM> AUTO,,,groceries
Macy'S <NUM> Tx<NUM>,,,shopping
City Electric Co <NUM>,,,utilities
shell outlet #<NUM> la tx<NUM> EBILL,,,fuel
COMCAST BRANCH #<NUM> SEATTLE - STATION,,,utilities
HEB BOS <NUM> AUTO,,,groceries
pizza hut branch #<NUM> boston market #<NUM> CR,,,dining
stripe phx <NUM> ONLINE,,,other
AT&T POS <NUM>,,,utilities
BLUE APRON OUTLET #<NUM> CHICAGO POS <NUM>,,,dining
whole foods cafe ny <NUM>,,,dining
Nordstrom Retail #<NUM> Austin Bos <NUM>,,,shopping
comcast outlet #<NUM> miami tx<NUM>,,,utilities
KROGER STORE #48 CHICAGO <NUM> TX<NUM> MOBILE,,,groceries
LIDL MARKET #<NUM> SEATTLE DEN <NUM>,,,groceries
Cafe Nero Center #<NUM> Houston Outlet #<NUM>,,,dining
steam depot #<NUM> seattle branch #<NUM> EBILL,,,other
LIDL HUB #<NUM> BOSTON - CENTER ONLINE,,,groceries
Pizza Hut Store #<NUM> Boston <NUM> Tx<NUM>,,,dining
EXXON STORE #<NUM> BOSTON NY TX,,,fuel
SPOTIFY DEPOT #<NUM> AUSTIN - BRANCH,,,other
internet provider station #<NUM> la phx <NUM>,,,utilities
TARGET HUB #<NUM> BOSTON <NUM>,,,shopping
Circle K Retail #<NUM> Austin - Store,,,fuel
PUBLIX CENTER #<NUM> HOUSTON TX<NUM>,,,groceries
Heb - Station PAYMENT,,,groceries
CHIPOTLE MIA <NUM>,,,dining
Verizon Branch #<NUM> Denver La Tx,,,utilities
AMAZON SEA <NUM>,,,shopping
Exxon Market #<NUM> L - Market,,,fuel
paypal branch #74 phoenix ny <NUM>,,,other
CAFE NERO OUTLET #<NUM> AUSTIN <NUM>,,,dining
ENERGYCO BRANCH #<NUM>,,,utilities
spotify branch #3 la tx<NUM> MOBILE,,,other
Spotify Station #47 Chicago Ny <NUM>,,,other
Netflix Center #<NUM> Denver Hq #<NUM>,,,other
Blue Apron Bos <NUM>,,,dining
Water Works Ltd - Outlet,,,utilities
SAFEWAY STATION #<NUM> HOUSTON MARKET #86,,,groceries
mobil depot #<NUM> chicago - station,,,fuel
STRIPE STATION #<NUM> DENVER TX<NUM>,,,other
Blue Apron Hub #<NUM> Chicago Bos Tx,,,dining
Safeway Branch #<NUM> Boston Ny Tx,,,groceries
Walmart Grocery Station #<NUM> Phoenix <NUM>,,,groceries
Shell Retail #<NUM>Denver Store #<NUM>,,,fuel
ALDI OUTLET #<NUM> BOSTON TX<NUM>,,,groceries
Stop & Shop Outlet #<NUM> Chicago La Tx,,,groceries
at&t market #<NUM> seattle <NUM> tx<NUM>,,,utilities
stop & shop pos <NUM>,,,groceries
arco sea tx,,,fuel
Blue Apron Outlet #<NUM> Pheonix <NUM> Tx<NUM>,,,dining
Target Hub #<NUM> Boston Pos <NUM> PAYMENT,,,shopping
Lyft Pos <NUM> AUTO,,,other
Kroger Depot #<NUM> La Tx<NUM>,,,groceries
whole foods cafe <NUM> tx<NUM>,,,dining
Ikea - Store,,,shopping
PAYPAL OUTLET #<NUM> DENVER HQ #<NUM> PAY,,,other
STARBUCKS <NUM> PAY,,,dining
arco - outlet,,,fuel
Walmart Center #<NUM> Austin Store #<NUM>,,,shopping
a&t mia tx,,,utilities
GAS COMPANY BRANCH #<NUM> DENVER - MARKET,,,utilities
TARGET OUTLET #<NUM> LA MARKET #<NUM>,,,shopping
Safeway Chi Tx,,,groceries
Stripe Retail #<NUM> La <NUM> Tx<NUM> EBILL,,,other
lyft market #<NUM> boston - store,,,other
amazon outlet #<NUM> houston tx<NUM> AUTO,,,shopping
PAPAL BRANCH #74 PHOENIX <NUM> TX<NUM> EBILL,,,other
Costa Coffee Branch #<NUM> Seattle Den Tx,,,dining
Publix <NUM> POS,,,groceries
bestbuy depot #<NUM> la sea tx,,,shopping
steam depot #<NUM> phoenix hou tx,,,other
NETFLIX MARKET #<NUM> PHOENIX POS <NUM>,,,other
SHELL RETAIL #<NUM> DENVER STATION #<NUM>,,,fuel
Southern Electric Market #<NUM> La La <NUM>,,,utilities
7-ELEVEN FUEL STATION #<NUM> SEATTLE TX<NUM>,,,fuel
Bestbuy Bos Tx,,,shopping
steam station #<NUM> boston aus tx,,,other
ENERGYCO CENTER #<NUM> PHOENIX <NUM> TX<NUM>,,,utilities
Publix Branch #<NUM> Denver Aus <NUM>,,,groceries
Spotify Depot #91 Austin - Station,,,other
Nordstrom Aus <NUM>,,,shopping
MOBIL CENTER #<NUM> HOUSTON <NUM> TX<NUM> PAYMENT,,,fuel
Texaco Branch #<NUM> Ny Pos <NUM>,,,fuel
BURGER KING DEPOT #<NUM> MIAMI POS <NUM> ONLINE,,,dining
LIDL BRANCH #<NUM> HOUSTON TX<NUM>,,,groceries
Mobil 65 Tx<NUM> PAYMENT,,,fuel
Arco Store #<NUM> Houston <NUM>,,,fuel
ENERGYCO DEPOT #<NUM> HOUSTON MARKET #<NUM>,,,utilities
bp depot #<NUM> ny pos <NUM>,,,fuel
Uber Depot #<NUM> Phoenix <NUM> Tx<NUM> DB,,,other
BLUE APRON NY <NUM>,,,dining
Cafe Nero Center #<NUM> Houston - Outlet,,,dining
LIDL HUB #<NUM> BOSTON MARKET #<NUM>,,,groceries
CHIPOTLE STORE #<NUM>,,,dining
Comcast Store #<NUM> La Tx<NUM>,,,utilities
Spotify Depot #<NUM> Austin Pos <NUM>,,,other
City Electric Co Retail #88 Boston <NUM> POS,,,utilities
Ikea Branch #<NUM>,,,shopping
APPLE ITUNES HUB #<NUM> BOSTON - MARKET,,,other
Comcast Station #<NUM> Miami Phx Tx,,,utilities
lidl market #<NUM> seattle hq #<NUM>,,,groceries
IKEA STORE #<NUM> NY HOU <NUM> PAYMENT,,,shopping
publix center #96 miami pos <NUM> ONLINE,,,groceries
costa coffee station #<NUM> miami <NUM> tx<NUM> PAYMENT,,,dining
Blue Apron Market #<NUM> La <NUM> Tx<NUM>,,,dining
Bestbuy Depot #<NUM> Phoenix Tx<NUM>,,,shopping
safeway station #<NUM> houston store #61,,,groceries
Publix Center #96 Miami <NUM> Tx<NUM> PAY,,,groceries
CIRCLE K CENTER #<NUM> NY AUS <NUM>,,,fuel
KFC STATION #<NUM> BOSTON TX<NUM>,,,dining
cafe nero outlet #<NUM> ny store #<NUM>,,,dining
Amazon Center #<NUM> Miami - Station,,,shopping
Circle K Retail #<NUM> Austin Center #<NUM> EBILL,,,fuel
Ikea Den Tx AUTO,,,shopping
City Electric Co - Hq,,,utilities
gas company station #<NUM> boston pos <NUM>,,,utilities
sunoco outlet #<NUM> phoenix - center,,,fuel
comcast <NUM> tx<NUM>,,,utilities
southern electric depot #<NUM> houston tx<NUM>,,,utilities
Trader Joe'S Market #<NUM> Houston Aus Tx DB,,,groceries
KROGER DEPOT #80 PHOENIX POS <NUM> EBILL,,,groceries
Netflix Center #<NUM> Denver - Center,,,other
Mobil Depot #<NUM> Chicago - Hq,,,fuel
Safeway Branch #<NUM> Boston <NUM>,,,groceries
Texaco Store #4 Phoenix - Hq,,,fuel
National Grid Center #<NUM> Ny Ny <NUM>,,,utilities
shell tx<NUM> EBILL,,,fuel
CHIPOTLE RETAIL #<NUM> NY POS <NUM>,,,dining
EXXON - HQ,,,fuel
IKEA HUB #<NUM> DENVER POS <NUM>,,,shopping
krogr den tx CR,,,groceries
macy's depto #<NUM> boston den <NUM>,,,shopping
Dunkin' Store #<NUM> Denver Ny Tx,,,dining
Internet Provider Station #<NUM> Settle Hou Tx,,,utilities
BUGRER KING - MARKET,,,dining
VERIZON MARKET #<NUM> NY POS <NUM>,,,utilities
WALMART GROCERY STATION #<NUM> PHOENIX PHX TX,,,groceries
paypal branch #74 phoenix pos <NUM>,,,other
Exxon Outlet #<NUM> Phoenix <NUM> Tx<NUM> PAY,,,fuel
Mobil Retail #<NUM> Miami Pos <NUM> PAY,,,fuel
pizza hut ny tx AUTO,,,dining
ARCO CENTER #<NUM> AUSTIN SEA TX,,,fuel
Energyco Outlet #<NUM> Ny <NUM> AUTO,,,utilities
Publix Branch #72 Denver Pos <NUM> POS,,,groceries
Mobil Center #<NUM> Denver Pos <NUM> ONLINE,,,fuel
Apple Itunes Pos <NUM> ONLINE,,,other
Trader oJe'S Pos <NUM>,,,groceries
Pizza Hut Store #<NUM> Boston <NUM>,,,dining
Bp Depot #<NUM> Ny Tx<NUM>,,,fuel
PAYPAL BRANCH #74 PHOENIX <NUM> TX<NUM>,,,other
Internet Provider Center #<NUM> Denver Bos <NUM>,,,utilities
chipotle station #<NUM> la <NUM> tx<NUM> PAY,,,dining
Chipotle <NUM> Tx<NUM> MOBILE,,,dining
Pizza Hut Branch #<NUM> Boston Sea <NUM>,,,dining
ALDI HUB #<NUM> AUSTIN <NUM> TX<NUM>,,,groceries
NATIONAL GRID PHX <NUM>,,,utilities
cafe nero station #<NUM> boston - branch,,,dining
Lyft Tx<NUM>,,,other
blue apron store #<NUM> la den <NUM> ONLINE,,,dining
kfc market #33 la outlet #<NUM> MOBILE,,,dining
Dunkni' Pos <NUM>,,,dining
Cafe Nero Hub #<NUM> Phoenix <NUM> Tx<NUM>,,,dining
stop & shop hub #<NUM> boston sea tx POS,,,groceries
chpotle - station,,,dining
Arco Outlet #<NUM> La Chi <NUM>,,,fuel
Lidl Branch #<NUM> Houston - Market AUTO,,,groceries
circle k station #<NUM> chicago <NUM>,,,fuel
stop & shop hub #<NUM> boston pos <NUM> EBILL,,,groceries
INTERNET PROVIDER RETAIL #<NUM> LA - STATION,,,utilities
GAS COMPANY BRANCH #<NUM> DENVER <NUM>,,,utilities
CHIPOTLE STATION #<NUM> HOUSTON TX<NUM>,,,dining
EXXON MARKET #<NUM> LA <NUM> TX<NUM>,,,fuel
Etsy Pos <NUM>,,,shopping
MOBIL BRANCH #<NUM> AUSTIN HOU TX DB,,,fuel
Lidl Store #<NUM> Austin Tx<NUM>,,,groceries
Stripe Retail #<NUM> Phoenix - Branch,,,other
STRIPE RETAIL #<NUM> LA AUS TX POS,,,other
aldi chi <NUM> MOBILE,,,groceries
AMAZON MARET #3 CHICAGO HOU TX,,,shopping
SPOTIFY CENTER #<NUM> SEATTLE POS <NUM> POS,,,other
Sunoco Outlet #<NUM> Phoenix La Tx,,,fuel
AT&T MARKET #<NUM> PHOENIX - MARKET,,,utilities
Costa Coffee Depot #<NUM> Austin Hou Tx,,,dining
HOME DEPOT STATION #<NUM> HOUSTON - CENTER AUTO,,,shopping
BESTBUY RETAIL #<NUM> PHOENIX POS <NUM> PAYMENT,,,shopping
Stripe Retail #<NUM> Phoenix Ny <NUM> MOBILE,,,other
STARBUCKS <NUM>,,,dining
Kroger Hub #<NUM> Phoenix Tx<NUM> POS,,,groceries
Arco Store #<NUM> Houston La Tx,,,fuel
Nordstrom Store #73 Houston Bos Tx PAY,,,shopping
Dunkin' Pos <NUM>,,,dining
Amazon Outlet #<NUM> Boston Store #<NUM>,,,shopping
Internet Provider Station #<NUM> Seattle Pos <NUM>,,,utilities
LIDL <NUM> TX<NUM>,,,groceries
NETFLIX STORE #<NUM> LA MARKET #<NUM> AUTO,,,other
Comcast Outlet #<NUM> Miami <NUM>,,,utilities
energyco branch #<NUM> la - store,,,utilities
Bestbuy Outlet #<NUM> Austin La Tx,,,shopping
Water Works Ltd Store #<NUM> Ny Outlet #<NUM>,,,utilities
Costa Coffee La Tx,,,dining
WHOLE FOODS MARKET HUB #<NUM> PHOENIX <NUM>,,,groceries
Macy'S Station #<NUM> Chicago <NUM>,,,shopping
NATIONAL GRID CENTER #<NUM> NY LA <NUM>,,,utilities
Steam Retail #<NUM> Miami Tx<NUM>,,,other
Target Outlet #<NUM> La <NUM>,,,shopping
blue apron hub #<NUM> chicago tx<NUM>,,,dining
STRIPE RETAIL #<NUM> LA <NUM>,,,other
aldi market #<NUM> phoenix <NUM> tx<NUM> ONLINE,,,groceries
Chipotle Station #<NUM> La Mia Tx,,,dining
Home Depot Outlet #<NUM> Ny <NUM> ONLINE,,,shopping
BLUE APRON MARKET #<NUM> BOSTON LA <NUM>,,,dining
lyft retail #<NUM> boston <NUM> POS,,,other
ENERGYCO CENTER #<NUM> PHOENIX LA <NUM>,,,utilities
CAFE NERO HUB #<NUM> PHOENIX SEA TX,,,dining
starbucks market #<NUM> seattle <NUM> AUTO,,,dining
CIRCLE K STATION #<NUM> CHICAGO - STORE,,,fuel
KFC STORE #<NUM> MIAMI POS <NUM>,,,dining
Lidl Market #<NUM> Seattle Phx <NUM>,,,groceries
LYFT BRANCH #<NUM> BOSTON MIA <NUM>,,,other
Home Depot Outlet #<NUM> Ny La Tx PAY,,,shopping
STEAM BRANCH #<NUM> NY <NUM> TX<NUM> ONLINE,,,other
Kroger Depot #<NUM> La Pos <NUM> MOBILE,,,groceries
AMAZON MARKET #3 CHICAGO <NUM> TX<NUM> CR,,,shopping
Mobil Branch #<NUM> Austin Sea <NUM> DB,,,fuel
Comcast Station #<NUM> Miami - Store,,,utilities
PAYPAL STORE #<NUM> PHOENIX HQ #<NUM>,,,other
STOP & SHOP OUTLET #<NUM> CHICAGOS TORE #<NUM>,,,groceries
Lidl Center #<NUM> Miami Aus <NUM> MOBILE,,,groceries
Cafe NeroB ranch #<NUM> Miami Hou <NUM>,,,dining
Shell Mia Tx,,,fuel
Pizza Hut Retail #<NUM> Chicago Pos <NUM>,,,dining
Nordstrom Retail #<NUM> Austin - Station,,,shopping
Cafe Nero Outlet #<NUM> Ny Tx<NUM>,,,dining
city electric co retail #88 boston branch #<NUM>,,,utilities
Home Depot Stor e#<NUM> La Pos <NUM>,,,shopping
Gas Company Branch #<NUM> Houston - Market EBILL,,,utilities
STOP & SHOP <NUM> TX<NUM> AUTO,,,groceries
Chipotle Station #<NUM> La Hou Tx MOBILE,,,dining
city electric co market #<NUM> phoenix aus tx CR,,,utilities
Macy'S Tx<NUM> PAYMENT,,,shopping
mobil retail #<NUM> miami <NUM> tx<NUM>,,,fuel
EXXON MARKET #<NUM> LA - STATION,,,fuel
Lyft Branch #<NUM> Boston Branch #<NUM>,,,other
STARBUCKS MARKET #<NUM> CHICAGO LA TX,,,dining
nordstrom mia tx,,,shopping
COSTCO WHOLESALE HUB #<NUM> BOSTON <NUM> ONLINE,,,shopping
TRADER JOE'S HOU TX,,,groceries
Home Depot Store #<NUM> La <NUM> Tx<NUM>,,,shopping
Amazon Outlet #<NUM> Boston Pos <NUM> PAYMENT,,,shopping
Pizza Hut Retail #<NUM> Chicago Hou Tx,,,dining
NORDSTROM RETAIL #<NUM> AUSTIN <NUM>,,,shopping
Uber Station #<NUM> Chicago Branch #<NUM> ONLINE,,,other
Stop & Shop Outlet #<NUM> Chicago <NUM> Tx<NUM> DB,,,groceries
KFC MARKET #33 LA POS <NUM>,,,dining
Ikea Hub #<NUM> Denver Hq #<NUM> DB,,,shopping
Energyco Depot #<NUM> Houston Store #<NUM>,,,utilities
Cafe Nero Station #<NUM> Boston Tx<NUM> AUTO,,,dining
NORDSTROM RETAIL #<NUM> AUSTIN BRANCH #<NUM>,,,shopping
Texaco Aus <NUM> PAYMENT,,,fuel
HOME DEPOT STATION #<NUM> CHICAGO <NUM> TX<NUM>,,,shopping
ENERGYCO OUTLET #<NUM> NY OUTLET #<NUM>,,,utilities
airbnb tx<NUM>,,,other
AMAZON CENTER #<NUM> MIAMI OUTLET #<NUM> MOBILE,,,shopping
Nordstrom Chi <NUM> DB,,,shopping
Blue Apron Center #<NUM> Chicago Phx <NUM>,,,dining
